league,season,team,player,nation,pos,age,born,partidos,titularidades,minutos,noventa_min,goles,asistencias,g_a,goles_sin_penal,penales,penales_int,amarillas,rojas,goles_90,asistencias_90,g_a_90,goles_sin_penal_90,g_a_sin_penal_90
ITA-Serie A,2526,Udinese,Juan Arizala,COL,MF,20,2005,10,1,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Jurgen Ekkelenkamp,NED,MF,26,2000,31,27,2186,24.3,5,3,8,5,0,0,1,0,0.21,0.12,0.33,0.21,0.33
ITA-Serie A,2526,Udinese,Keinan Davis,ENG,FW,28,1998,29,26,1986,22.1,10,4,14,6,4,4,5,0,0.45,0.18,0.63,0.27,0.45
ITA-Serie A,2526,Udinese,Kingsley Ehizibue,NED,"MF,DF",30,1995,31,19,1721,19.1,2,0,2,2,0,0,5,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2526,Udinese,Lennon Miller,SCO,MF,19,2006,23,8,906,10.1,0,2,2,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2
ITA-Serie A,2526,Udinese,Maduka Okoye,NGA,GK,26,1999,29,29,2526,28.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Matteo Palma,GER,DF,18,2008,5,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Nicolò Bertola,ITA,"DF,MF",23,2003,27,18,1731,19.2,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2526,Udinese,Nicolò Zaniolo,ITA,"FW,MF",26,1999,32,28,2257,25.1,5,6,11,5,0,0,8,0,0.2,0.24,0.44,0.2,0.44
ITA-Serie A,2526,Udinese,Oier Zarraga,ESP,MF,27,1999,23,2,464,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Oumar Solet,FRA,DF,26,2000,34,33,2869,31.9,3,1,4,2,1,1,1,0,0.09,0.03,0.13,0.06,0.09
ITA-Serie A,2526,Udinese,Razvan Sava,ROU,GK,23,2002,7,6,620,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Rui Modesto,ANG,MF,26,1999,3,0,119,1.3,0,1,1,0,0,0,0,0,0.0,0.76,0.76,0.0,0.76
ITA-Serie A,2526,Udinese,Saba Goglichidze,GEO,DF,21,2004,8,4,424,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Sandi Lovrić,SVN,MF,28,1998,6,1,161,1.8,0,1,1,0,0,0,1,0,0.0,0.56,0.56,0.0,0.56
ITA-Serie A,2526,Udinese,Thomas Kristensen,DEN,DF,24,2002,27,27,2414,26.8,3,0,3,3,0,0,4,0,0.11,0.0,0.11,0.11,0.11
ITA-Serie A,2526,Udinese,Vakoun Bayo,CIV,FW,29,1997,15,4,453,5.0,0,2,2,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4
,2526,Augsburg,Aiman Dardari,LUX,MF,21,2005,3,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",27,1998,29,25,2097,23.3,5,4,9,4,1,2,3,0,0.21,0.17,0.39,0.17,0.34
,2526,Augsburg,Anton Kade,GER,"MF,FW",22,2004,28,18,1743,19.4,6,0,6,6,0,0,3,0,0.31,0.0,0.31,0.31,0.31
,2526,Augsburg,Arne Maier,GER,MF,27,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Arthur Chaves,BRA,DF,25,2001,11,9,829,9.2,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22
,2526,Augsburg,Cedric Zesiger,SUI,DF,27,1998,27,20,1816,20.2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Chrislain Matsima,FRA,DF,24,2002,18,17,1489,16.5,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12
,2526,Augsburg,Dimitris Giannoulis,GRE,MF,30,1995,27,25,1888,21.0,2,5,7,2,0,0,8,0,0.1,0.24,0.33,0.1,0.33
,2526,Augsburg,Elias Saad,TUN,"MF,FW",26,1999,10,7,497,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Elvis Rexhbeçaj,KVX,MF,28,1997,26,10,1118,12.4,2,0,2,2,0,0,4,0,0.16,0.0,0.16,0.16,0.16
,2526,Augsburg,Fabian Rieder,SUI,MF,24,2002,32,28,2343,26.0,6,3,9,4,2,2,4,0,0.23,0.12,0.35,0.15,0.27
,2526,Augsburg,Finn Dahmen,GER,GK,28,1998,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Han-Noah Massengo,FRA,MF,24,2001,33,29,2427,27.0,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11
,2526,Augsburg,Ismaël Gharbi,TUN,MF,22,2004,6,0,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Jeffrey Gouweleeuw,NED,DF,34,1991,11,10,848,9.4,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11
,2526,Augsburg,Keven Schlotterbeck,GER,DF,29,1997,24,22,2031,22.6,0,1,1,0,0,1,7,1,0.0,0.04,0.04,0.0,0.04
,2526,Augsburg,Kristijan Jakić,CRO,"MF,DF",29,1997,26,18,1653,18.4,2,1,3,2,0,0,5,0,0.11,0.05,0.16,0.11,0.16
,2526,Augsburg,Mads Pedersen,DEN,MF,29,1996,7,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Marius Wolf,GER,MF,30,1995,29,12,1019,11.3,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18
,2526,Augsburg,Mert Kömür,GER,"MF,FW",20,2005,28,17,1464,16.3,2,4,6,2,0,0,1,0,0.12,0.25,0.37,0.12,0.37
,2526,Augsburg,Michael Gregoritsch,AUT,FW,32,1994,17,11,913,10.1,6,2,8,5,1,1,2,0,0.59,0.2,0.79,0.49,0.69
,2526,Augsburg,Noahkai Banks,USA,DF,19,2006,23,20,1725,19.2,1,1,2,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1
,2526,Augsburg,Phillip Tietz,GER,FW,28,1997,10,0,198,2.2,1,0,1,1,0,0,2,0,0.45,0.0,0.45,0.45,0.45
,2526,Augsburg,Robin Fellhauer,GER,MF,28,1998,34,31,2799,31.1,3,2,5,3,0,0,2,0,0.1,0.06,0.16,0.1,0.16
,2526,Augsburg,Rodrigo Ribeiro,POR,FW,21,2005,14,6,636,7.1,2,0,2,2,0,0,1,0,0.28,0.0,0.28,0.28,0.28
,2526,Augsburg,Samuel Essende,COD,"MF,FW",28,1998,14,2,414,4.6,1,0,1,1,0,0,2,0,0.22,0.0,0.22,0.22,0.22
,2526,Augsburg,Tim Schnitzer,GER,MF,18,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Uchenna Ogundu,NGA,FW,20,2006,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Augsburg,Yannik Keitel,GER,"MF,DF",26,2000,6,2,248,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Aleksandar Pavlovic,GER,MF,22,2004,24,16,1462,16.2,3,1,4,3,0,0,2,0,0.18,0.06,0.25,0.18,0.25
,2526,Bayern Munich,Alphonso Davies,CAN,DF,25,2000,13,6,525,5.8,1,3,4,1,0,0,1,0,0.17,0.51,0.69,0.17,0.69
,2526,Bayern Munich,Bara Ndiaye,SEN,MF,18,2007,4,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Cassiano Kiala,GER,DF,17,2009,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,David Daiber,POR,FW,19,2007,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Dayot Upamecano,FRA,DF,27,1998,24,21,1794,19.9,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1
,2526,Bayern Munich,Deniz Ofli,TUR,DF,19,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Erblin Osmani,GER,MF,17,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Felipe Chávez,PER,MF,19,2007,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Harry Kane,ENG,"FW,MF",32,1993,31,25,2377,26.4,36,5,41,26,10,11,1,0,1.36,0.19,1.55,0.98,1.17
,2526,Bayern Munich,Hiroki Ito,JPN,DF,27,1999,16,10,920,10.2,1,2,3,1,0,0,0,0,0.1,0.2,0.29,0.1,0.29
,2526,Bayern Munich,Jamal Musiala,GER,"MF,FW",23,2003,15,7,683,7.6,3,4,7,2,1,1,1,0,0.4,0.53,0.92,0.26,0.79
,2526,Bayern Munich,Jonah Kusi-Asare,SWE,FW,18,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Jonas Urbig,GER,GK,22,2003,14,11,1111,12.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Jonathan Tah,GER,DF,30,1996,28,23,2018,22.4,2,1,3,2,0,0,7,0,0.09,0.04,0.13,0.09,0.13
,2526,Bayern Munich,Joshua Kimmich,GER,MF,31,1995,29,24,2280,25.3,2,8,10,2,0,0,4,0,0.08,0.32,0.39,0.08,0.39
,2526,Bayern Munich,Josip Stanišić,CRO,DF,26,2000,26,19,1857,20.6,2,3,5,2,0,0,1,0,0.1,0.15,0.24,0.1,0.24
,2526,Bayern Munich,Kim Min-jae,KOR,DF,29,1996,25,19,1602,17.8,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11
,2526,Bayern Munich,Konrad Laimer,AUT,DF,28,1997,29,22,1994,22.2,3,9,12,3,0,0,9,0,0.14,0.41,0.54,0.14,0.54
,2526,Bayern Munich,Lennart Karl,GER,MF,18,2008,26,16,1281,14.2,5,5,10,5,0,0,1,0,0.35,0.35,0.7,0.35,0.7
,2526,Bayern Munich,Leon Goretzka,GER,MF,31,1995,31,25,1947,21.6,5,3,8,5,0,0,4,0,0.23,0.14,0.37,0.23,0.37
,2526,Bayern Munich,Luis Díaz,COL,MF,29,1997,32,27,2447,27.2,15,14,29,15,0,0,7,1,0.55,0.51,1.07,0.55,1.07
,2526,Bayern Munich,Manuel Neuer,GER,GK,40,1986,22,22,1859,20.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Maycon Cardozo,BRA,MF,17,2008,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Michael Olise,FRA,MF,24,2001,32,23,2316,25.7,15,19,34,15,0,0,8,0,0.58,0.74,1.32,0.58,1.32
,2526,Bayern Munich,Nicolas Jackson,SEN,FW,24,2001,23,12,1007,11.2,8,1,9,8,0,0,2,1,0.71,0.09,0.8,0.71,0.8
,2526,Bayern Munich,Raphaël Guerreiro,POR,MF,32,1993,18,8,784,8.7,5,2,7,5,0,0,0,0,0.57,0.23,0.8,0.57,0.8
,2526,Bayern Munich,Sacha Boey,FRA,DF,25,2000,9,5,463,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Serge Gnabry,GER,MF,30,1995,21,16,1219,13.5,8,6,14,8,0,0,1,0,0.59,0.44,1.03,0.59,1.03
,2526,Bayern Munich,Sven Ulreich,GER,GK,37,1988,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Bayern Munich,Tom Bischof,GER,"DF,MF",20,2005,26,14,1302,14.5,3,3,6,3,0,0,2,0,0.21,0.21,0.41,0.21,0.41
,2526,Bayern Munich,Wisdom Mike,GER,FW,17,2008,4,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Aaron Anselmino,ARG,DF,21,2005,6,4,368,4.1,1,0,1,1,0,0,0,0,0.24,0.0,0.24,0.24,0.24
,2526,Dortmund,Almugera Kabar,GER,DF,19,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Carney Chukwuemeka,AUT,"MF,FW",22,2003,28,8,919,10.2,2,0,2,2,0,0,2,0,0.2,0.0,0.2,0.2,0.2
,2526,Dortmund,Cole Campbell,USA,FW,20,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Daniel Svensson,SWE,MF,24,2002,33,27,2454,27.3,2,2,4,2,0,0,0,0,0.07,0.07,0.15,0.07,0.15
,2526,Dortmund,Emre Can,GER,DF,32,1994,9,7,621,6.9,3,0,3,0,3,3,3,0,0.43,0.0,0.43,0.0,0.0
,2526,Dortmund,Felix Nmecha,GER,MF,25,2000,29,25,2176,24.2,2,3,5,2,0,1,0,0,0.08,0.12,0.21,0.08,0.21
,2526,Dortmund,Filippo Mane,ITA,DF,21,2005,4,2,131,1.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Fábio Silva,POR,"FW,MF",23,2002,28,7,817,9.1,2,6,8,2,0,0,3,0,0.22,0.66,0.88,0.22,0.88
,2526,Dortmund,Gregor Kobel,SUI,GK,28,1997,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Jobe Bellingham,ENG,MF,20,2005,32,20,1786,19.8,0,1,1,0,0,0,2,1,0.0,0.05,0.05,0.0,0.05
,2526,Dortmund,Julian Brandt,GER,"MF,FW",30,1996,29,17,1606,17.8,7,4,11,7,0,0,0,0,0.39,0.22,0.62,0.39,0.62
,2526,Dortmund,Julian Ryerson,NOR,MF,28,1997,31,26,2266,25.2,0,15,15,0,0,0,8,0,0.0,0.6,0.6,0.0,0.6
,2526,Dortmund,Karim Adeyemi,GER,"MF,FW",24,2002,28,15,1195,13.3,7,4,11,7,0,0,5,0,0.53,0.3,0.83,0.53,0.83
,2526,Dortmund,Luca Reggiani,ITA,DF,18,2008,8,6,511,5.7,1,0,1,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18
,2526,Dortmund,Marcel Sabitzer,AUT,MF,32,1994,26,21,1817,20.2,1,2,3,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15
,2526,Dortmund,Mathis Albert,USA,FW,16,2009,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Maximilian Beier,GER,"MF,FW",23,2002,32,24,2026,22.5,9,6,15,9,0,0,3,0,0.4,0.27,0.67,0.4,0.67
,2526,Dortmund,Nico Schlotterbeck,GER,DF,26,1999,28,28,2520,28.0,5,1,6,5,0,0,8,0,0.18,0.04,0.21,0.18,0.21
,2526,Dortmund,Niklas Süle,GER,DF,30,1995,11,7,486,5.4,0,1,1,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19
,2526,Dortmund,Pascal Groß,GER,MF,34,1991,11,7,613,6.8,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15
,2526,Dortmund,Ramy Bensebaini,ALG,DF,31,1995,21,15,1530,17.0,5,2,7,3,2,2,6,0,0.29,0.12,0.41,0.18,0.29
,2526,Dortmund,Salih Özcan,TUR,MF,28,1998,11,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Dortmund,Samuele Inácio,ITA,MF,18,2008,7,4,384,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23
,2526,Dortmund,Serhou Guirassy,GUI,FW,30,1996,33,27,2337,26.0,17,1,18,16,1,3,3,0,0.65,0.04,0.69,0.62,0.65
,2526,Dortmund,Waldemar Anton,GER,DF,29,1996,32,32,2880,32.0,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06
,2526,Dortmund,Yan Couto,BRA,MF,23,2002,19,11,997,11.1,2,2,4,2,0,0,4,0,0.18,0.18,0.36,0.18,0.36
,2526,Eintracht Frankfurt,Ansgar Knauff,GER,"MF,FW",24,2002,28,12,1326,14.7,4,1,5,4,0,0,3,0,0.27,0.07,0.34,0.27,0.34
,2526,Eintracht Frankfurt,Arnaud Kalimuendo,FRA,"FW,MF",24,2002,19,17,1417,15.7,6,1,7,6,0,0,4,0,0.38,0.06,0.44,0.38,0.44
,2526,Eintracht Frankfurt,Arthur Theate,BEL,DF,25,2000,24,24,2141,23.8,1,0,1,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04
,2526,Eintracht Frankfurt,Aurele Amenda,SUI,DF,22,2003,24,18,1678,18.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Aurélio Buta,POR,DF,29,1997,4,1,144,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Ayoube Amaimouni Echghouyab,MAR,"MF,FW",21,2004,17,6,586,6.5,2,3,5,2,0,0,1,0,0.31,0.46,0.77,0.31,0.77
,2526,Eintracht Frankfurt,Can Uzun,TUR,MF,20,2005,21,15,1156,12.8,8,4,12,7,1,1,3,0,0.62,0.31,0.93,0.54,0.86
,2526,Eintracht Frankfurt,Elias Baum,GER,DF,20,2005,5,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Ellyes Skhiri,TUN,"MF,DF",31,1995,25,16,1444,16.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Elye Wahi,CIV,FW,23,2003,10,3,324,3.6,0,1,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28
,2526,Eintracht Frankfurt,Fares Chaïbi,ALG,MF,23,2002,28,21,1792,19.9,2,9,11,2,0,0,2,0,0.1,0.45,0.55,0.1,0.55
,2526,Eintracht Frankfurt,Hugo Larsson,SWE,MF,21,2004,25,21,1812,20.1,2,2,4,2,0,0,0,0,0.1,0.1,0.2,0.1,0.2
,2526,Eintracht Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",21,2005,27,15,1331,14.8,3,4,7,3,0,0,2,0,0.2,0.27,0.47,0.2,0.47
,2526,Eintracht Frankfurt,Jessic Ngankam,GER,FW,25,2000,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Jonathan Burkardt,GER,FW,25,2000,22,15,1336,14.8,13,1,14,9,4,4,1,0,0.88,0.07,0.94,0.61,0.67
,2526,Eintracht Frankfurt,Kauã Santos,BRA,GK,23,2003,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Love Arrhov,SWE,MF,18,2008,5,1,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Mahmoud Dahoud,GER,"MF,FW",30,1996,15,8,716,8.0,2,3,5,2,0,0,0,0,0.25,0.38,0.63,0.25,0.63
,2526,Eintracht Frankfurt,Mario Götze,GER,MF,33,1992,21,8,886,9.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Michael Zetterer,GER,GK,30,1995,22,21,1976,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Michy Batshuayi,BEL,FW,32,1993,6,1,139,1.5,1,0,1,0,1,1,0,0,0.65,0.0,0.65,0.0,0.0
,2526,Eintracht Frankfurt,Nathaniel Brown,GER,"MF,DF",22,2003,33,29,2656,29.5,4,4,8,4,0,0,3,0,0.14,0.14,0.27,0.14,0.27
,2526,Eintracht Frankfurt,Nnamdi Collins,GER,DF,22,2004,23,16,1500,16.7,1,2,3,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18
,2526,Eintracht Frankfurt,Oscar Højlund,DEN,MF,21,2005,24,12,1089,12.1,1,1,2,1,0,0,4,1,0.08,0.08,0.17,0.08,0.17
,2526,Eintracht Frankfurt,Rasmus Kristensen,DEN,"DF,MF",28,1997,22,19,1538,17.1,2,0,2,2,0,0,6,1,0.12,0.0,0.12,0.12,0.12
,2526,Eintracht Frankfurt,Ritsu Doan,JPN,MF,27,1998,31,28,2364,26.3,5,5,10,5,0,0,5,0,0.19,0.19,0.38,0.19,0.38
,2526,Eintracht Frankfurt,Robin Koch,GER,DF,29,1996,32,32,2833,31.5,3,1,4,3,0,0,3,1,0.1,0.03,0.13,0.1,0.13
,2526,Eintracht Frankfurt,Timothy Chandler,USA,"DF,MF",36,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Eintracht Frankfurt,Younes Ebnoutalib,GER,FW,22,2003,5,2,133,1.5,1,0,1,1,0,0,0,0,0.68,0.0,0.68,0.68,0.68
,2526,Freiburg,Anthony Jung,GER,DF,34,1991,12,4,526,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Christian Günter,GER,DF,33,1993,24,18,1547,17.2,0,3,3,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
,2526,Freiburg,Cyriaque Irié,BFA,MF,20,2005,10,3,347,3.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Derry Scherhant,GER,MF,23,2002,31,12,1301,14.5,5,1,6,5,0,0,2,0,0.35,0.07,0.42,0.35,0.42
,2526,Freiburg,Eren Dinkçi,GER,MF,24,2001,8,3,248,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Ifechukwu Ogbus,SUI,DF,20,2005,18,14,1177,13.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Igor Matanovic,CRO,FW,23,2003,31,14,1571,17.5,11,2,13,10,1,2,0,0,0.63,0.11,0.74,0.57,0.69
,2526,Freiburg,Jan-Niklas Beste,GER,MF,27,1999,28,20,1704,18.9,2,2,4,2,0,0,5,0,0.11,0.11,0.21,0.11,0.21
,2526,Freiburg,Johan Manzambi,SUI,MF,20,2005,27,26,2077,23.1,5,4,9,5,0,0,4,2,0.22,0.17,0.39,0.22,0.39
,2526,Freiburg,Jordy Makengo,FRA,DF,24,2001,20,12,1178,13.1,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08
,2526,Freiburg,Junior Adamu,AUT,FW,24,2001,9,7,446,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4
,2526,Freiburg,Lucas Höler,GER,"FW,MF",31,1994,33,25,2037,22.6,3,1,4,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18
,2526,Freiburg,Lukas Kübler,GER,DF,33,1992,23,19,1587,17.6,2,2,4,2,0,0,3,0,0.11,0.11,0.23,0.11,0.23
,2526,Freiburg,Matthias Ginter,GER,DF,32,1994,32,32,2833,31.5,3,3,6,3,0,0,3,0,0.1,0.1,0.19,0.1,0.19
,2526,Freiburg,Max Rosenfelder,GER,DF,23,2003,12,5,492,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Maximilian Eggestein,GER,MF,29,1996,34,34,3060,34.0,3,1,4,3,0,0,4,0,0.09,0.03,0.12,0.09,0.12
,2526,Freiburg,Maximilian Philipp,GER,"FW,MF",32,1994,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Merlin Röhl,GER,MF,23,2002,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Nicolas Höfler,GER,MF,36,1990,13,2,291,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Noah Atubolu,GER,GK,23,2002,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Patrick Osterhage,GER,MF,26,2000,20,13,1189,13.2,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08
,2526,Freiburg,Philipp Lienhart,AUT,DF,29,1996,20,14,1302,14.5,1,0,1,1,0,0,4,1,0.07,0.0,0.07,0.07,0.07
,2526,Freiburg,Philipp Treu,GER,"DF,MF",25,2000,28,24,2186,24.3,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12
,2526,Freiburg,Rouven Tarnutzer,SUI,FW,18,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Freiburg,Vincenzo Grifo,ITA,MF,33,1993,33,21,1710,19.0,7,4,11,3,4,4,0,0,0.37,0.21,0.58,0.16,0.37
,2526,Freiburg,Yuito Suzuki,JPN,MF,24,2001,25,18,1632,18.1,4,2,6,4,0,0,3,0,0.22,0.11,0.33,0.22,0.33
,2526,Gladbach,Alejo Sarco,ARG,FW,20,2006,3,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Gladbach,Castrop Jens,KOR,MF,22,2003,26,20,1584,17.6,3,1,4,3,0,0,2,2,0.17,0.06,0.23,0.17,0.23
,2526,Gladbach,Charles Herrmann,GER,FW,20,2006,1,0,5,0.1,0,1,1,0,0,0,0,0,0.0,18.0,18.0,0.0,18.0
,2526,Gladbach,Fabio Chiarodia,ITA,DF,20,2005,15,8,674,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
,2526,Gladbach,Florian Neuhaus,GER,"MF,FW",29,1997,17,11,930,10.3,0,1,1,0,0,0,0,0,0.0,0.1,0.1,0.0,0.1
,2526,Gladbach,Franck Honorat,FRA,"MF,FW",29,1996,28,24,1977,22.0,2,6,8,2,0,0,0,0,0.09,0.27,0.36,0.09,0.36
,2526,Gladbach,Gio Reyna,USA,MF,23,2002,19,4,520,5.8,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17
,2526,Gladbach,Grant Ranos,ARM,FW,22,2003,8,0,119,1.3,1,0,1,1,0,0,1,0,0.76,0.0,0.76,0.76,0.76
,2526,Gladbach,Haris Tabakovic,BIH,FW,31,1994,32,28,2382,26.5,13,3,16,13,0,2,5,0,0.49,0.11,0.6,0.49,0.6
,2526,Gladbach,Hugo Bolin,SWE,"MF,FW",22,2003,13,5,550,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33
,2526,Gladbach,Jan Urbich,GER,DF,21,2004,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
,2526,Gladbach,Joe Scally,USA,"DF,MF",23,2002,32,29,2608,29.0,2,3,5,2,0,0,8,0,0.07,0.1,0.17,0.07,0.17
