league,season,team,player,nation,pos,age,born,partidos,titularidades,minutos,noventa_min,goles,asistencias,g_a,goles_sin_penal,penales,penales_int,amarillas,rojas,goles_90,asistencias_90,g_a_90,goles_sin_penal_90,g_a_sin_penal_90
ITA-Serie A,2526,Parma,Edoardo Corvi,ITA,GK,25,2001,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Emanuele Valeri,ITA,"MF,DF",27,1998,33,28,2568,28.5,0,2,2,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2526,Parma,Enrico Del Prato,ITA,"DF,MF",26,1999,35,34,2951,32.8,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2526,Parma,Filippo Rinaldi,ITA,GK,23,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Franco Carboni,ITA,MF,23,2003,6,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Gabriel Strefezza,BRA,FW,29,1997,14,13,1007,11.2,2,2,4,2,0,0,3,0,0.18,0.18,0.36,0.18,0.36
ITA-Serie A,2526,Parma,Gaetano Oristanio,ITA,"FW,MF",23,2002,20,8,859,9.5,1,0,1,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2526,Parma,Hans Nicolussi Caviglia,ITA,MF,25,2000,14,9,779,8.7,0,3,3,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35
ITA-Serie A,2526,Parma,Hernani,BRA,MF,32,1994,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Jacob Ondrejka,SWE,"FW,MF",23,2002,16,9,773,8.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Lautaro Valenti,ARG,DF,27,1999,26,24,2192,24.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Mandela Keita,BEL,MF,24,2002,36,35,2908,32.3,1,1,2,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2526,Parma,Mariano Troilo,ARG,DF,22,2003,20,17,1535,17.1,1,0,1,1,0,0,8,2,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2526,Parma,Mateo Pellegrino,ARG,FW,25,2001,36,33,2894,32.2,8,1,9,7,1,1,5,0,0.25,0.03,0.28,0.22,0.25
ITA-Serie A,2526,Parma,Mathias Løvik,NOR,MF,22,2003,9,5,471,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Milan Đurić,BIH,FW,35,1990,12,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Nahuel Estévez,ARG,MF,30,1995,32,9,1049,11.7,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2526,Parma,Nesta Elphege,FRA,FW,25,2001,9,2,309,3.4,2,1,3,2,0,0,0,0,0.58,0.29,0.87,0.58,0.87
ITA-Serie A,2526,Parma,Oliver Jensen,DEN,MF,24,2002,33,19,1821,20.2,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2526,Parma,Patrick Cutrone,ITA,FW,28,1998,15,11,888,9.9,1,0,1,1,0,0,0,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2526,Parma,Pontus Almqvist,SWE,MF,26,1999,12,4,438,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Sascha Britschgi,SUI,"MF,DF",19,2006,28,21,2024,22.5,0,2,2,0,0,0,6,1,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2526,Parma,Tjaš Begić,SVN,MF,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Parma,Zion Suzuki,JPN,GK,23,2002,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Adrian Šemper,CRO,GK,28,1998,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Antonio Caracciolo,ITA,DF,35,1990,35,34,3073,34.1,2,0,2,2,0,0,10,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2526,Pisa,Arturo Calabresi,ITA,DF,30,1996,25,16,1438,16.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Calvin Stengs,NED,"FW,MF",27,1998,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Daniel Denoon,SUI,DF,22,2004,2,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Ebenezer Akinsanmiro,NGA,MF,21,2004,23,15,1399,15.5,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie A,2526,Pisa,Felipe Loyola,CHI,MF,25,2000,10,6,508,5.6,1,0,1,1,0,0,0,1,0.18,0.0,0.18,0.18,0.18
ITA-Serie A,2526,Pisa,Filip Stojilković,SUI,"FW,MF",26,2000,12,7,597,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Francesco Coppola,ITA,DF,21,2005,7,5,458,5.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Gabriele Piccinini,ITA,MF,25,2001,24,5,846,9.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Giovanni Bonfanti,ITA,"DF,MF",23,2003,9,6,494,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Henrik Meister,DEN,FW,22,2003,28,15,1515,16.8,2,0,2,2,0,0,2,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2526,Pisa,Idrissa Touré,GER,MF,28,1998,32,26,2279,25.3,1,0,1,1,0,0,4,1,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2526,Pisa,Juan Cuadrado,COL,MF,37,1988,18,2,486,5.4,1,0,1,0,1,1,3,0,0.19,0.0,0.19,0.0,0.0
ITA-Serie A,2526,Pisa,Lorran,BRA,FW,19,2006,9,0,122,1.4,1,0,1,1,0,0,0,0,0.74,0.0,0.74,0.74,0.74
ITA-Serie A,2526,Pisa,Louis Buffon,CZE,FW,18,2007,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,M'Bala Nzola,ANG,FW,29,1996,16,11,1052,11.7,3,0,3,1,2,3,1,1,0.26,0.0,0.26,0.09,0.09
ITA-Serie A,2526,Pisa,Malthe Hojholt,DEN,MF,25,2001,16,9,805,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Marius Marin,ROU,MF,27,1998,23,18,1281,14.2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Mateus Lusuardi,BRA,DF,22,2004,3,3,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Mattéo Tramoni,FRA,"MF,FW",26,2000,27,21,1600,17.8,2,2,4,1,1,1,3,0,0.11,0.11,0.23,0.06,0.17
ITA-Serie A,2526,Pisa,Mehdi Léris,ALG,MF,27,1998,33,20,1830,20.3,2,3,5,2,0,0,2,0,0.1,0.15,0.25,0.1,0.25
ITA-Serie A,2526,Pisa,Michel Aebischer,SUI,MF,29,1997,34,32,2832,31.5,1,1,2,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2526,Pisa,Nícolas Andrade,BRA,GK,38,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Rafiu Durosinmi,NGA,FW,23,2003,12,4,432,4.8,1,1,2,1,0,0,1,1,0.21,0.21,0.42,0.21,0.42
ITA-Serie A,2526,Pisa,Raúl Albiol,ESP,DF,40,1985,8,5,500,5.6,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18
ITA-Serie A,2526,Pisa,Rosen Bozhinov,BUL,DF,21,2005,8,7,520,5.8,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Samuel Iling-Junior,ENG,MF,22,2003,5,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Samuele Angori,ITA,MF,22,2003,34,29,2509,27.9,0,2,2,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2526,Pisa,Simone Canestrelli,ITA,DF,25,2000,36,35,3111,34.6,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2526,Pisa,Simone Scuffet,ITA,GK,29,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,Stefano Moreo,ITA,"FW,MF",32,1993,36,28,2217,24.6,6,1,7,4,2,2,2,0,0.24,0.04,0.28,0.16,0.2
ITA-Serie A,2526,Pisa,Tomás Esteves,POR,"DF,MF",24,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Pisa,İsak Vural,TUR,MF,19,2006,14,8,662,7.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Alessandro Romano,SUI,MF,19,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Angeliño,ESP,MF,29,1997,7,5,416,4.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Antonio Arena,ITA,FW,17,2009,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Artem Dovbyk,UKR,FW,28,1997,14,3,393,4.4,3,1,4,3,0,0,0,0,0.69,0.23,0.92,0.69,0.92
ITA-Serie A,2526,Roma,Bryan Cristante,ITA,MF,31,1995,36,35,3004,33.4,2,1,3,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09
ITA-Serie A,2526,Roma,Bryan Zaragoza,ESP,MF,24,2001,4,2,135,1.5,0,1,1,0,0,0,1,0,0.0,0.67,0.67,0.0,0.67
ITA-Serie A,2526,Roma,Daniele Ghilardi,ITA,DF,23,2003,22,8,1052,11.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Devyne Rensch,NED,MF,23,2003,23,11,1094,12.2,1,4,5,1,0,0,1,0,0.08,0.33,0.41,0.08,0.41
ITA-Serie A,2526,Roma,Donyell Malen,NED,FW,27,1999,17,17,1384,15.4,13,2,15,10,3,3,1,0,0.85,0.13,0.98,0.65,0.78
ITA-Serie A,2526,Roma,Evan Ferguson,IRL,FW,21,2004,16,10,773,8.6,3,2,5,3,0,0,1,0,0.35,0.23,0.58,0.35,0.58
ITA-Serie A,2526,Roma,Gianluca Mancini,ITA,DF,30,1996,35,35,2969,33.0,4,2,6,4,0,0,9,0,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2526,Roma,Jan Ziółkowski,POL,DF,20,2005,17,5,491,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Kostas Tsimikas,GRE,MF,30,1996,18,6,644,7.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Leon Bailey,JAM,FW,28,1997,7,1,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Lorenzo Pellegrini,ITA,MF,29,1996,24,20,1463,16.3,4,2,6,2,2,2,2,0,0.25,0.12,0.37,0.12,0.25
ITA-Serie A,2526,Roma,Lorenzo Venturino,ITA,MF,19,2006,10,1,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Manu Koné,FRA,MF,25,2001,28,28,2437,27.1,2,3,5,2,0,0,2,0,0.07,0.11,0.18,0.07,0.18
ITA-Serie A,2526,Roma,Mario Hermoso,ESP,DF,30,1995,26,24,1995,22.2,3,2,5,3,0,0,9,0,0.14,0.09,0.23,0.14,0.23
ITA-Serie A,2526,Roma,Matìas Soulé,ARG,"MF,FW",23,2003,32,27,2068,23.0,6,5,11,6,0,0,1,0,0.26,0.22,0.48,0.26,0.48
ITA-Serie A,2526,Roma,Mile Svilar,SRB,GK,26,1999,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Roma,Neil El Aynaoui,MAR,MF,24,2001,24,8,954,10.6,1,2,3,1,0,0,5,0,0.09,0.19,0.28,0.09,0.28
ITA-Serie A,2526,Roma,Niccolò Pisilli,ITA,MF,21,2004,24,12,1250,13.9,2,4,6,2,0,0,3,0,0.14,0.29,0.43,0.14,0.43
ITA-Serie A,2526,Roma,Obite N'Dicka,CIV,DF,26,1999,31,31,2680,29.8,3,0,3,3,0,0,5,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2526,Roma,Paulo Dybala,ARG,"MF,FW",32,1993,21,14,1264,14.0,2,4,6,2,0,1,0,0,0.14,0.28,0.43,0.14,0.43
ITA-Serie A,2526,Roma,Robinio Vaz,FRA,FW,19,2007,11,0,209,2.3,1,0,1,1,0,0,0,0,0.43,0.0,0.43,0.43,0.43
ITA-Serie A,2526,Roma,Stephan El Shaarawy,ITA,"MF,FW",33,1992,19,5,647,7.2,0,2,2,0,0,0,4,0,0.0,0.28,0.28,0.0,0.28
ITA-Serie A,2526,Roma,Tommaso Baldanzi,ITA,"FW,MF",23,2003,10,3,386,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie A,2526,Roma,Wesley,BRA,MF,22,2003,30,28,2448,27.2,5,0,5,5,0,0,7,2,0.18,0.0,0.18,0.18,0.18
ITA-Serie A,2526,Roma,Zeki Çelik,TUR,"MF,DF",29,1997,33,31,2633,29.3,1,2,3,1,0,0,2,1,0.03,0.07,0.1,0.03,0.1
ITA-Serie A,2526,Sassuolo,Alieu Fadera,GAM,FW,24,2001,28,8,987,11.0,2,1,3,2,0,0,5,0,0.18,0.09,0.27,0.18,0.27
ITA-Serie A,2526,Sassuolo,Andrea Ghion,ITA,MF,26,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Andrea Pinamonti,ITA,FW,27,1999,35,31,2462,27.4,9,3,12,9,0,1,2,1,0.33,0.11,0.44,0.33,0.44
ITA-Serie A,2526,Sassuolo,Arijanet Muric,KVX,GK,27,1998,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Armand Lauriente,FRA,FW,27,1998,37,32,2527,28.1,7,9,16,7,0,0,4,0,0.25,0.32,0.57,0.25,0.57
ITA-Serie A,2526,Sassuolo,Aster Vranckx,BEL,MF,23,2002,16,9,690,7.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Cas Odenthal,NED,DF,25,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Christian Frangella,ITA,MF,19,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Cristian Volpato,ITA,FW,22,2003,23,11,1056,11.7,2,4,6,2,0,0,4,0,0.17,0.34,0.51,0.17,0.51
ITA-Serie A,2526,Sassuolo,Daniel Boloca,ROU,MF,27,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Darryl Bakola,FRA,MF,18,2007,6,1,128,1.4,0,1,1,0,0,0,0,0,0.0,0.7,0.7,0.0,0.7
ITA-Serie A,2526,Sassuolo,Domenico Berardi,ITA,FW,31,1994,25,23,1868,20.8,8,4,12,6,2,3,2,1,0.39,0.19,0.58,0.29,0.48
ITA-Serie A,2526,Sassuolo,Edoardo Iannoni,ITA,MF,25,2001,15,1,260,2.9,1,0,1,1,0,0,3,0,0.35,0.0,0.35,0.35,0.35
ITA-Serie A,2526,Sassuolo,Fali Candé,GNB,DF,28,1998,12,5,509,5.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Filippo Romagna,ITA,DF,28,1997,5,4,313,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Ismaël Koné,CAN,MF,23,2002,34,32,2673,29.7,6,0,6,6,0,0,5,1,0.2,0.0,0.2,0.2,0.2
ITA-Serie A,2526,Sassuolo,Jay Idzes,IDN,DF,25,2000,34,34,3008,33.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Josh Doig,SCO,DF,24,2002,30,22,1917,21.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Kristian Thorstvedt,NOR,MF,27,1999,31,26,2370,26.3,4,4,8,4,0,0,8,0,0.15,0.15,0.3,0.15,0.3
ITA-Serie A,2526,Sassuolo,Laurs Skjellerup,DEN,FW,23,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Luca Lipani,ITA,MF,21,2005,23,9,952,10.6,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2526,Sassuolo,Luca Moro,ITA,FW,25,2001,14,1,211,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,M'Bala Nzola,ANG,FW,29,1996,13,4,448,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4
ITA-Serie A,2526,Sassuolo,Nemanja Matić,SRB,MF,37,1988,33,31,2634,29.3,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07
ITA-Serie A,2526,Sassuolo,Nicholas Pierini,ITA,"FW,MF",27,1998,11,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Pedro Felipe,BRA,DF,21,2004,2,1,92,1.0,0,1,1,0,0,0,0,0,0.0,0.98,0.98,0.0,0.98
ITA-Serie A,2526,Sassuolo,Sebastian Walukiewicz,POL,DF,26,2000,34,33,2852,31.7,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2526,Sassuolo,Stefano Turati,ITA,GK,24,2001,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Sassuolo,Tarik Muharemovic,BIH,DF,23,2003,32,32,2835,31.5,2,2,4,2,0,0,7,0,0.06,0.06,0.13,0.06,0.13
ITA-Serie A,2526,Sassuolo,Ulisses Garcia,SUI,DF,30,1996,12,9,853,9.5,1,2,3,1,0,0,3,0,0.11,0.21,0.32,0.11,0.32
ITA-Serie A,2526,Sassuolo,Walid Cheddira,MAR,FW,28,1998,16,1,221,2.5,1,0,1,1,0,0,1,0,0.41,0.0,0.41,0.41,0.41
ITA-Serie A,2526,Sassuolo,Woyo Coulibaly,MLI,DF,26,1999,19,8,964,10.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Adam Masina,MAR,DF,32,1994,5,2,235,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38
ITA-Serie A,2526,Torino,Adrien Tameze,CMR,DF,32,1994,24,12,1120,12.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Alberto Paleari,ITA,GK,33,1992,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Ali Dembélé,FRA,DF,22,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Alieu Njie,SWE,"MF,FW",21,2005,14,2,271,3.0,1,1,2,1,0,0,2,0,0.33,0.33,0.66,0.33,0.66
ITA-Serie A,2526,Torino,Ardian Ismajli,ALB,DF,29,1996,24,20,1816,20.2,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2526,Torino,Cesare Casadei,ITA,MF,23,2003,32,19,1952,21.7,5,0,5,5,0,0,5,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie A,2526,Torino,Che Adams,SCO,FW,29,1996,32,19,1858,20.6,5,2,7,5,0,0,0,0,0.24,0.1,0.34,0.24,0.34
ITA-Serie A,2526,Torino,Cristiano Biraghi,ITA,"MF,DF",33,1992,14,5,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Cyril Ngonge,BEL,FW,25,2000,20,11,994,11.0,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2526,Torino,Duván Zapata,COL,FW,35,1991,27,10,1048,11.6,3,1,4,3,0,1,0,0,0.26,0.09,0.34,0.26,0.34
ITA-Serie A,2526,Torino,Emirhan İlkhan,TUR,MF,21,2004,18,12,939,10.4,1,2,3,1,0,0,2,1,0.1,0.19,0.29,0.1,0.29
ITA-Serie A,2526,Torino,Enzo Ebosse,CMR,DF,27,1999,12,12,1025,11.4,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2526,Torino,Faustino Anjorin,ENG,MF,24,2001,15,1,289,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Franco Israel,URU,GK,26,2000,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Giovanni Simeone,ARG,FW,30,1995,31,26,2140,23.8,11,0,11,11,0,0,1,0,0.46,0.0,0.46,0.46,0.46
ITA-Serie A,2526,Torino,Guillermo Maripán,CHI,DF,32,1994,27,24,2145,23.8,2,0,2,2,0,0,4,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2526,Torino,Gvidas Gineitis,LTU,MF,22,2004,28,22,1711,19.0,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2526,Torino,Ivan Ilić,SRB,MF,25,2001,8,5,416,4.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Kristjan Asllani,ALB,MF,24,2002,15,13,1129,12.5,0,0,0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Luca Marianucci,ITA,DF,21,2004,10,6,575,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Torino,Marcus Pedersen,NOR,"MF,DF",25,2000,28,22,2066,23.0,1,2,3,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13
ITA-Serie A,2526,Torino,Matteo Prati,ITA,MF,22,2003,12,7,592,6.6,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2526,Torino,Niels Nkounkou,FRA,"MF,DF",25,2000,10,3,327,3.6,0,1,1,0,0,0,3,0,0.0,0.28,0.28,0.0,0.28
ITA-Serie A,2526,Torino,Nikola Vlašić,CRO,"MF,FW",28,1997,36,35,2953,32.8,8,3,11,3,5,5,7,0,0.24,0.09,0.34,0.09,0.18
ITA-Serie A,2526,Torino,Rafel Obrador,ESP,MF,22,2004,15,13,1054,11.7,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26
ITA-Serie A,2526,Torino,Sandro Kulenović,CRO,FW,26,1999,13,3,300,3.3,0,1,1,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3
ITA-Serie A,2526,Torino,Saúl Coco,EQG,DF,27,1999,34,34,2998,33.3,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2526,Torino,Valentino Lazaro,AUT,MF,30,1996,31,26,2252,25.0,0,2,2,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2526,Torino,Zakaria Aboukhlal,MAR,MF,26,2000,15,6,511,5.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Abdoulaye Camara,FRA,MF,17,2008,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Adam Buksa,POL,FW,29,1996,24,6,890,9.9,3,0,3,3,0,0,2,0,0.3,0.0,0.3,0.3,0.3
ITA-Serie A,2526,Udinese,Alessandro Zanoli,ITA,MF,25,2000,19,16,1280,14.2,1,2,3,1,0,0,1,0,0.07,0.14,0.21,0.07,0.21
ITA-Serie A,2526,Udinese,Arthur Atta,FRA,MF,23,2003,31,28,2467,27.4,5,3,8,5,0,0,3,0,0.18,0.11,0.29,0.18,0.29
ITA-Serie A,2526,Udinese,Branimir Mlacic,CRO,DF,19,2007,6,2,155,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Christian Kabasele,BEL,DF,35,1991,29,27,2184,24.3,3,0,3,3,0,0,5,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2526,Udinese,Daniele Padelli,ITA,GK,40,1985,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Udinese,Hassane Kamara,CIV,"MF,DF",32,1994,26,22,1861,20.7,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
ITA-Serie A,2526,Udinese,Idrissa Guèye,SEN,FW,19,2006,18,1,384,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie A,2526,Udinese,Iker Bravo,ESP,FW,21,2005,8,3,206,2.3,1,0,1,1,0,0,1,0,0.44,0.0,0.44,0.44,0.44
ITA-Serie A,2526,Udinese,Jakub Piotrowski,POL,MF,28,1997,32,19,1643,18.3,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11
ITA-Serie A,2526,Udinese,Jesper Karlström,SWE,MF,30,1995,35,35,3088,34.3,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2526,Udinese,Jordan Zemura,ZIM,"MF,DF",26,1999,16,12,1048,11.6,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09
